SARS_CoV_2_Alpha-Galictis_cuja,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Pongo_abelii,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Pteropus_scapulatus,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Bandicota_indica,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Rhinolophus_sinicus,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Microtus_fortis,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Meriones_libycus,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Coendou_prehensilis,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Lepus_saxatilis,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Tragelaphus_angasii,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Myotis_macrodactylus,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Mormoops_megalophylla,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
SARS_CoV_2_Alpha-Onychomys_torridus,0.0,111.0,0.0,350.0,458.0,855.0,279.0,0.0,0.0,0.0,1674.0,757.0,0.0,0.0,88.0,466.0,615.0,1324.0,372.0,494.0,299.0,849.0,0.0,187.0,2257.0,0.0,495.0,508.0,1687.0,771.0,0.0,0.0,607.0,1010.0,0.0,0.0,165.0,0.0,1156.0,0.0,75.0,1103.0,1329.0,1695.0,0.0,579.0,554.0,468.0,341.0,0.0,811.0,0.0,838.0,0.0,534.0,613.0,631.0,0.0,0.0,671.0,984.0,0.0,0.0,698.0
